path	classification	rationale
frontend/src/app/RootLayout.tsx	MIGRATE	SEMANTIC_ROUTE_AND_SHARED_SHELL
frontend/src/app/routeTree.tsx	MIGRATE	SEMANTIC_ROUTE_AND_SHARED_SHELL
frontend/src/auth/oidcClient.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/auth/oidcConfig.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/components/error/ContractErrorFallback.tsx	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/components/render-jobs/JobDetail.tsx	MIGRATE	REHOME_CANONICAL_RENDER_PROJECTION
frontend/src/components/render-jobs/JobList.tsx	MIGRATE	REHOME_CANONICAL_RENDER_PROJECTION
frontend/src/contracts/app/artifact.test.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/app/artifact.ts	DEFER	MISSING_CANONICAL_APPLICATION_PROJECTION
frontend/src/contracts/app/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/app/product.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/app/render-job.test.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/app/render-job.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/app/upload.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/dev/safe-preflight-report.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/app/api-error.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/app/artifact-access.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/app/artifact-list.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/app/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/app/product.raw-media.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/app/render-job.completed.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/app/upload.success.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/dev/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/dev/retention-dry-run.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/dev/safe-preflight-report-list.json	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/fixtures/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/contracts/shared/primitives.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/editor/EditorPage.test.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/editor/EditorPage.tsx	MIGRATE	PROJECT_SCOPED_CREATIVE_SURFACE
frontend/src/editor/captions/CaptionEditor.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/editor/inspector/Inspector.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/editor/playback/PlaybackControls.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/editor/templates/TemplateSelector.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/editor/timeline/Timeline.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/features/upload/upload-mutation.contract.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/main.tsx	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/pages/AdminRenderJobsPage.tsx	MIGRATE	OPERATIONS_INFORMATION_ARCHITECTURE
frontend/src/pages/AdminStorageHealthPage.tsx	MIGRATE	OPERATIONS_INFORMATION_ARCHITECTURE
frontend/src/pages/CanonicalProjectionGapPages.test.tsx	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/pages/DevConsolePage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/pages/DevDiagnosticsHubPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/pages/DevIngestPreflightPolicyDiagnosticsPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/pages/DevStorageDeliveryProfileDiagnosticsPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/pages/H4BoundedCorrection.test.tsx	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/pages/ObservabilityDashboard.tsx	MIGRATE	OPERATIONS_INFORMATION_ARCHITECTURE
frontend/src/pages/RenderJobDashboard.tsx	MIGRATE	REHOME_CANONICAL_RENDER_PROJECTION
frontend/src/pages/SmokeEditorPage.tsx	DEFER	MISSING_CANONICAL_APPLICATION_PROJECTION
frontend/src/pages/TimelineGitConsolePage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/query/app/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/query/app/upload/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/query/app/upload/useUploadRawMediaMutation.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/query/app/useArtifacts.ts	DEFER	MISSING_CANONICAL_APPLICATION_PROJECTION
frontend/src/query/app/useProducts.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/query/shared/artifact-access-policy.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/query/shared/index.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/query/shared/query-options.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/remotion/player/RemotionPreview.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/routes/app/AppShell.tsx	MIGRATE	SEMANTIC_ROUTE_AND_SHARED_SHELL
frontend/src/routes/app/renders/ArtifactAccessAction.tsx	MIGRATE	REHOME_CANONICAL_RENDER_PROJECTION
frontend/src/routes/app/renders/RenderResultDetailPage.tsx	MIGRATE	REHOME_CANONICAL_RENDER_PROJECTION
frontend/src/routes/app/renders/RenderResultsListPage.tsx	MIGRATE	REHOME_CANONICAL_RENDER_PROJECTION
frontend/src/routes/dev/diagnostics.route-map.ts	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/routes/dev/diagnostics/DevDiagnosticsShell.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/routes/dev/diagnostics/IngestPreflightPolicyDiagnosticsPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/routes/dev/diagnostics/RetentionDryRunPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/routes/dev/diagnostics/SafePreflightReportDetailPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/routes/dev/diagnostics/SafePreflightReportsPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/routes/dev/diagnostics/StorageDeliveryDiagnosticsPage.tsx	DEFER	EXPLICIT_DEVELOPER_DIAGNOSTIC
frontend/src/shared/CapabilitiesPage.tsx	DEFER	MISSING_CANONICAL_APPLICATION_PROJECTION
frontend/src/styles/components.css	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/styles/editor.css	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/styles/index.css	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/styles/layout.css	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/styles/theme.css	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/styles/tokens.css	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/test-setup.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/timeline/canvas/TimelineCanvas.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/commands/commandEngine.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/commands/commands/AddClipCommand.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/commands/commands/DeleteClipCommand.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/commands/commands/MoveClipCommand.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/commands/commands/TrimClipCommand.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/commands/index.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/commands/types.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/components/ClipBlock.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/components/TimelineIntelligencePanel.tsx	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/components/TimelineRuler.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/components/TrackView.tsx	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/engine/index.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/engine/snap.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/engine/timelineEngine.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/hooks/useTimelineInit.ts	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/hooks/useTimelineKeyboard.ts	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/index.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/autoLayout.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/conflictResolver.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/index.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/suggestionEngine.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/timelineAnalyzer.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/trace/decisionTrace.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/trace/explainer.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/trace/index.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/trace/intelligenceReplay.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/intelligence/trace/ruleTracker.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/interaction/index.ts	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/interaction/useClipDrag.ts	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/interaction/useClipTrim.ts	REUSE	PRESENTATION_MECHANICS
frontend/src/timeline/model/index.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/model/timeline.ts	MIGRATE	LOWER_THROUGH_CANONICAL_OPERATION_SEMANTICS
frontend/src/timeline/store/timelineStore.ts	REUSE	PRESENTATION_MECHANICS
frontend/src/types/effect-taxonomy.ts	DEFER	UNREACHABLE_FUTURE_SURFACE
frontend/src/types/index.ts	MIGRATE	DOMAIN_SHAPED_DTO_TO_PRESENTATION_TYPES
frontend/src/types/routing.ts	MIGRATE	DOMAIN_SHAPED_DTO_TO_PRESENTATION_TYPES
frontend/src/types/shims-external.d.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/apiError.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/empty-module.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/i18n.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/mediaProbe.ts	MIGRATE	CANONICAL_APPLICATION_ADAPTER_REQUIRED
frontend/src/utils/openreplay.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/otio.ts	MIGRATE	CANONICAL_APPLICATION_ADAPTER_REQUIRED
frontend/src/utils/sentry.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/subtitleParser.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/tenant.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/src/utils/timelineExport.ts	MIGRATE	CANONICAL_APPLICATION_ADAPTER_REQUIRED
frontend/src/utils/timelineImport.ts	MIGRATE	CANONICAL_APPLICATION_ADAPTER_REQUIRED
frontend/src/utils/timelinePatchHighlight.ts	MIGRATE	CANONICAL_APPLICATION_ADAPTER_REQUIRED
frontend/src/utils/timelineSyncHash.ts	MIGRATE	CANONICAL_APPLICATION_ADAPTER_REQUIRED
frontend/src/vite-env.d.ts	REUSE	VIABLE_FRONTEND_FOUNDATION
frontend/tailwind.config.js	REUSE	VIABLE_BUILD_TEST_GOVERNANCE_FOUNDATION
frontend/tsconfig.app.json	REUSE	VIABLE_BUILD_TEST_GOVERNANCE_FOUNDATION
frontend/tsconfig.json	REUSE	VIABLE_BUILD_TEST_GOVERNANCE_FOUNDATION
frontend/tsconfig.node.json	REUSE	VIABLE_BUILD_TEST_GOVERNANCE_FOUNDATION
frontend/vite.config.ts	REUSE	VIABLE_BUILD_TEST_GOVERNANCE_FOUNDATION
frontend/vitest.config.ts	REUSE	VIABLE_BUILD_TEST_GOVERNANCE_FOUNDATION
frontend/src/app/routeTree.test.tsx	REUSE	RUNTIME_ROUTE_REGISTRATION_AND_DEEP_LINK_EVIDENCE
frontend/src/components/app-shell/AppShell.test.tsx	REUSE	SHARED_SHELL_ACCESSIBILITY_AND_NAVIGATION_EVIDENCE
frontend/src/components/app-shell/AppShell.tsx	REUSE	TYPED_PRESENTATION_ONLY_APPLICATION_SHELL
frontend/src/components/design-system/index.tsx	REUSE	SEMANTIC_ACCESSIBLE_DESIGN_SYSTEM_PRIMITIVES
frontend/src/foundation/commandRegistry.test.ts	REUSE	COMMAND_AVAILABILITY_AND_SHORTCUT_CONFLICT_EVIDENCE
frontend/src/foundation/commandRegistry.ts	REUSE	PRESENTATION_COMMAND_REGISTRY_WITH_FAIL_CLOSED_AVAILABILITY
frontend/src/foundation/effectiveAccess.test.tsx	REUSE	FAIL_CLOSED_EFFECTIVE_ACCESS_EVIDENCE
frontend/src/foundation/effectiveAccess.tsx	REUSE	SERVER_AUTHORITATIVE_EFFECTIVE_ACCESS_PRESENTATION_BOUNDARY
frontend/src/foundation/errors.test.tsx	REUSE	TYPED_ASYNC_AND_ERROR_STATE_EVIDENCE
frontend/src/foundation/errors.tsx	REUSE	TYPED_ASYNC_AND_ERROR_PRESENTATION_BOUNDARY
frontend/src/foundation/platformClient.ts	REUSE	TYPED_PLATFORM_APPLICATION_CLIENT_AND_QUERY_BOUNDARY
frontend/src/foundation/projectContext.tsx	REUSE	FAIL_CLOSED_TYPED_PROJECT_CONTEXT_BOUNDARY
frontend/src/foundation/references.test.ts	REUSE	CROSS_SURFACE_SELECTION_COMPATIBILITY_EVIDENCE
frontend/src/foundation/references.ts	REUSE	SAFE_TYPED_CROSS_SURFACE_NAVIGATION_REFERENCES
frontend/src/foundation/surfaceRegistry.test.ts	REUSE	SURFACE_REGISTRY_COVERAGE_AND_CONFLICT_EVIDENCE
frontend/src/foundation/surfaceRegistry.ts	REUSE	PRESENTATION_ONLY_SURFACE_REGISTRY
frontend/src/foundation/telemetry.ts	REUSE	NON_SENSITIVE_FRONTEND_TELEMETRY_CONTRACT
frontend/src/styles/foundation.css	REUSE	SEMANTIC_DARK_COMPATIBLE_RESPONSIVE_FOUNDATION_STYLES
frontend/src/surfaces/FoundationPages.tsx	REUSE	ROUTED_FAIL_CLOSED_WORKSPACE_CREATIVE_AND_MANAGEMENT_SHELLS
frontend/src/api/app/asset.gateway.ts	REUSE	TYPED_FAIL_CLOSED_ASSET_SOURCE_PIN_BOUNDARY
frontend/src/api/app/capability.gateway.ts	REUSE	TYPED_FAIL_CLOSED_OPERATION_CAPABILITY_BOUNDARY
frontend/src/api/app/gateway-error.test.ts	REUSE	VERSIONLESS_GATEWAY_FAILURE_MAPPING_EVIDENCE
frontend/src/api/app/gateway-error.ts	REUSE	TYPED_VERSIONLESS_GATEWAY_FAILURE_TRANSLATION
frontend/src/api/app/operation.gateway.test.ts	REUSE	CANONICAL_OPERATION_TRANSPORT_CONTRACT_EVIDENCE
frontend/src/api/app/operation.gateway.ts	REUSE	CANONICAL_PREVIEW_APPLY_OPERATION_GATEWAY
frontend/src/api/app/timeline-query.gateway.test.ts	REUSE	CANONICAL_HEAD_QUERY_TRANSPORT_EVIDENCE
frontend/src/api/app/timeline-query.gateway.ts	REUSE	READ_ONLY_CANONICAL_TIMELINE_QUERY_GATEWAY
frontend/src/api/app/versionless-api.ts	REUSE	AUTH_PRESERVING_VERSIONLESS_APPLICATION_TRANSPORT
frontend/src/product/canvas/WorkspaceCanvas.tsx	REUSE	ACCESSIBLE_PRESENTATION_ONLY_INFINITE_CANVAS
frontend/src/product/canvas/model.ts	REUSE	SEPARATED_CANVAS_REFERENCE_AND_PRESENTATION_STATE
frontend/src/product/review/ReviewWorkspace.tsx	REUSE	READ_ONLY_SERVER_SEMANTIC_DIFF_REVIEW_SURFACE
frontend/src/product/review/ReviewWorkspace.test.tsx	REUSE	REVIEW_ASYNC_COMPARISON_REQUEST_OWNERSHIP_EVIDENCE
frontend/src/product/timeline/NleWorkspace.test.tsx	REUSE	NLE_OPERATION_AND_ACCESSIBILITY_INTEGRATION_EVIDENCE
frontend/src/product/timeline/NleWorkspace.tsx	REUSE	RUNTIME_CANONICAL_TIMELINE_OPERATION_WORKSPACE
frontend/src/product/timeline/SemanticDiff.test.tsx	REUSE	SERVER_SEMANTIC_DIFF_PRESENTATION_EVIDENCE
frontend/src/product/timeline/SemanticDiff.tsx	REUSE	READ_ONLY_SERVER_SEMANTIC_DIFF_PRESENTATION
frontend/src/product/timeline/editor-state.test.ts	REUSE	PURE_TIMELINE_OPERATION_STATE_TRANSITION_EVIDENCE
frontend/src/product/timeline/editor-state.ts	REUSE	PURE_CANONICAL_REVISION_AND_OPERATION_STATE_MACHINE
frontend/src/product/timeline/gateways.ts	REUSE	SEPARATED_TIMELINE_QUERY_COMMAND_AND_CAPABILITY_CONTRACTS
frontend/src/product/timeline/testing/mocks.ts	REUSE	TYPED_FAILURE_CAPABLE_PRODUCT_GATEWAY_MOCKS
frontend/src/product/timeline/types.test.ts	REUSE	OPAQUE_ID_HASH_AND_RATIONAL_VALIDATION_EVIDENCE
frontend/src/product/timeline/types.ts	REUSE	OPAQUE_TIMELINE_IDENTIFIERS_HASHES_AND_EXACT_MEDIA_TIME
