CURRENT_PATH	CURRENT_PACKAGE	TYPE	KIND	CLASSIFICATION	FINAL_MODULE	FINAL_PACKAGE	DISPOSITION	CALLER_FILES
render-module/src/main/java/com/example/platform/render/domain/plan/ApplyResult.java	com.example.platform.render.domain.plan.ApplyResult	ApplyResult	record	OPERATION_APPLICATION	operation-module	com.example.platform.operation.plan	MOVE	3
render-module/src/main/java/com/example/platform/render/domain/plan/AuthorizationDecision.java	com.example.platform.render.domain.plan.AuthorizationDecision	AuthorizationDecision	record	OPERATION_APPLICATION	operation-module	com.example.platform.operation.plan	MOVE	5
render-module/src/main/java/com/example/platform/render/domain/plan/OperationPlan.java	com.example.platform.render.domain.plan.OperationPlan	OperationPlan	record	OPERATION_CANONICAL	operation-module	com.example.platform.operation.plan	MOVE	14
render-module/src/main/java/com/example/platform/render/domain/plan/OperationPlanDigest.java	com.example.platform.render.domain.plan.OperationPlanDigest	OperationPlanDigest	class	OPERATION_CANONICAL	operation-module	com.example.platform.operation.plan	MOVE	5
render-module/src/main/java/com/example/platform/render/domain/plan/OperationPlanPreview.java	com.example.platform.render.domain.plan.OperationPlanPreview	OperationPlanPreview	record	OPERATION_CANONICAL	operation-module	com.example.platform.operation.plan	MOVE	2
render-module/src/main/java/com/example/platform/render/domain/plan/OperationPlanner.java	com.example.platform.render.domain.plan.OperationPlanner	OperationPlanner	class	OPERATION_CANONICAL	operation-module	com.example.platform.operation.plan	MOVE	3
render-module/src/main/java/com/example/platform/render/domain/plan/PlanErrorCode.java	com.example.platform.render.domain.plan.PlanErrorCode	PlanErrorCode	enum	OPERATION_APPLICATION	operation-module	com.example.platform.operation.plan	MOVE	5
render-module/src/main/java/com/example/platform/render/domain/plan/PlanException.java	com.example.platform.render.domain.plan.PlanException	PlanException	class	OPERATION_APPLICATION	operation-module	com.example.platform.operation.plan	MOVE	5
render-module/src/main/java/com/example/platform/render/domain/plan/PlannedChange.java	com.example.platform.render.domain.plan.PlannedChange	PlannedChange	interface	OPERATION_CANONICAL	operation-module	com.example.platform.operation.plan	MOVE	7
render-module/src/main/java/com/example/platform/render/domain/plan/TargetRevisionRef.java	com.example.platform.render.domain.plan.TargetRevisionRef	TargetRevisionRef	record	OPERATION_APPLICATION	operation-module	com.example.platform.operation.plan	MOVE	4
render-module/src/main/java/com/example/platform/render/domain/planner/ExecutionPlan.java	com.example.platform.render.domain.planner.ExecutionPlan	ExecutionPlan	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.planner	RENAME	8
render-module/src/main/java/com/example/platform/render/domain/planner/ExecutionStage.java	com.example.platform.render.domain.planner.ExecutionStage	ExecutionStage	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.planner	RENAME	3
render-module/src/main/java/com/example/platform/render/domain/planner/ExecutionStep.java	com.example.platform.render.domain.planner.ExecutionStep	ExecutionStep	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.planner	RENAME	3
render-module/src/main/java/com/example/platform/render/domain/timeline/ExternalRenderNode.java	com.example.platform.render.domain.timeline.ExternalRenderNode	ExternalRenderNode	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.interchange	RENAME	7
render-module/src/main/java/com/example/platform/render/domain/timeline/FinalComposerHint.java	com.example.platform.render.domain.timeline.FinalComposerHint	FinalComposerHint	enum	RENDER_PLANNING	render-module	com.example.platform.render.domain.interchange	RENAME	15
render-module/src/main/java/com/example/platform/render/domain/timeline/OpenTimelineioAdapter.java	com.example.platform.render.domain.timeline.OpenTimelineioAdapter	OpenTimelineioAdapter	class	INTERCHANGE	render-module	com.example.platform.render.domain.interchange	RENAME	6
render-module/src/main/java/com/example/platform/render/domain/timeline/SegmentPolicy.java	com.example.platform.render.domain.timeline.SegmentPolicy	SegmentPolicy	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.interchange	RENAME	2
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineAssetRef.java	com.example.platform.render.domain.timeline.TimelineAssetRef	TimelineAssetRef	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	35
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineAudioSpec.java	com.example.platform.render.domain.timeline.TimelineAudioSpec	TimelineAudioSpec	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.interchange	RENAME	16
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineClip.java	com.example.platform.render.domain.timeline.TimelineClip	TimelineClip	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	86
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineClipEffect.java	com.example.platform.render.domain.timeline.TimelineClipEffect	TimelineClipEffect	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	33
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineExtensions.java	com.example.platform.render.domain.timeline.TimelineExtensions	TimelineExtensions	record	INTERCHANGE	render-module	com.example.platform.render.domain.interchange	RENAME	11
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineExtensionsReader.java	com.example.platform.render.domain.timeline.TimelineExtensionsReader	TimelineExtensionsReader	class	INTERCHANGE	render-module	com.example.platform.render.domain.interchange	RENAME	48
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineMarker.java	com.example.platform.render.domain.timeline.TimelineMarker	TimelineMarker	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	4
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineOutputSpec.java	com.example.platform.render.domain.timeline.TimelineOutputSpec	TimelineOutputSpec	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.interchange	RENAME	62
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelinePlatformMetadata.java	com.example.platform.render.domain.timeline.TimelinePlatformMetadata	TimelinePlatformMetadata	class	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	6
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineScriptParser.java	com.example.platform.render.domain.timeline.TimelineScriptParser	TimelineScriptParser	class	INTERCHANGE	render-module	com.example.platform.render.domain.interchange	RENAME	81
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineSegment.java	com.example.platform.render.domain.timeline.TimelineSegment	TimelineSegment	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	7
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineSpec.java	com.example.platform.render.domain.timeline.TimelineSpec	TimelineSpec	record	RENDER_PROJECTION	render-module	com.example.platform.render.domain.interchange	RENAME	124
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineSticker.java	com.example.platform.render.domain.timeline.TimelineSticker	TimelineSticker	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	4
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineStickerReader.java	com.example.platform.render.domain.timeline.TimelineStickerReader	TimelineStickerReader	class	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	15
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineTextOverlay.java	com.example.platform.render.domain.timeline.TimelineTextOverlay	TimelineTextOverlay	record	RENDER_PROJECTION	render-module	com.example.platform.render.domain.interchange	RENAME	38
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineTrack.java	com.example.platform.render.domain.timeline.TimelineTrack	TimelineTrack	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	89
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineTransition.java	com.example.platform.render.domain.timeline.TimelineTransition	TimelineTransition	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	4
render-module/src/main/java/com/example/platform/render/domain/timeline/TimelineValidationResult.java	com.example.platform.render.domain.timeline.TimelineValidationResult	TimelineValidationResult	record	OBSOLETE_UNSHIPPED	render-module	com.example.platform.render.domain.interchange	RENAME	17
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/MediaTimeJsonCodec.java	com.example.platform.render.domain.timeline.canonical.MediaTimeJsonCodec	MediaTimeJsonCodec	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	4
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TextElement.java	com.example.platform.render.domain.timeline.canonical.TextElement	TextElement	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	14
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TextElementId.java	com.example.platform.render.domain.timeline.canonical.TextElementId	TextElementId	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	9
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TimelineClip.java	com.example.platform.render.domain.timeline.canonical.TimelineClip	TimelineClip	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	86
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TimelineClipId.java	com.example.platform.render.domain.timeline.canonical.TimelineClipId	TimelineClipId	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	17
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TimelineContentDigester.java	com.example.platform.render.domain.timeline.canonical.TimelineContentDigester	TimelineContentDigester	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	28
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TimelineDocument.java	com.example.platform.render.domain.timeline.canonical.TimelineDocument	TimelineDocument	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	51
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TimelineMetadata.java	com.example.platform.render.domain.timeline.canonical.TimelineMetadata	TimelineMetadata	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	31
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TimelineTrack.java	com.example.platform.render.domain.timeline.canonical.TimelineTrack	TimelineTrack	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	89
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/TrackType.java	com.example.platform.render.domain.timeline.canonical.TrackType	TrackType	enum	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonical	MOVE	90
render-module/src/main/java/com/example/platform/render/domain/timeline/canonical/package-info.java	com.example.platform.render.domain.timeline.canonical.package-info	?	?	PACKAGE_INFO	render-module	com.example.platform.render.domain.package-info	RENAME	0
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineCandidate.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineCandidate	TimelineCandidate	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	18
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineCanonicalModel.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineCanonicalModel	TimelineCanonicalModel	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	9
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineCanonicalNormalizer.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineCanonicalNormalizer	TimelineCanonicalNormalizer	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	8
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineCanonicalProfile.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineCanonicalProfile	TimelineCanonicalProfile	enum	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	12
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineCanonicalValidator.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineCanonicalValidator	TimelineCanonicalValidator	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	9
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineClipCanonical.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineClipCanonical	TimelineClipCanonical	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	4
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineClipEffect.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineClipEffect	TimelineClipEffect	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	33
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineDiagnostic.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineDiagnostic	TimelineDiagnostic	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	8
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineDiagnosticCode.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineDiagnosticCode	TimelineDiagnosticCode	enum	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	9
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineDiagnosticSeverity.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineDiagnosticSeverity	TimelineDiagnosticSeverity	enum	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	4
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineModelPath.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineModelPath	TimelineModelPath	class	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	7
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineSourceRef.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineSourceRef	TimelineSourceRef	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	8
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineTrackCanonical.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineTrackCanonical	TimelineTrackCanonical	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	5
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/TimelineValidationResult.java	com.example.platform.render.domain.timeline.canonicalmodel.TimelineValidationResult	TimelineValidationResult	record	TIMELINE_CANONICAL	timeline-module	com.example.platform.timeline.canonicalmodel	MOVE	17
render-module/src/main/java/com/example/platform/render/domain/timeline/canonicalmodel/package-info.java	com.example.platform.render.domain.timeline.canonicalmodel.package-info	?	?	PACKAGE_INFO	render-module	com.example.platform.render.domain.package-info	RENAME	0
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/ArtifactDependencyGraph.java	com.example.platform.render.domain.timeline.compile.ArtifactDependencyGraph	ArtifactDependencyGraph	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	19
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/ArtifactEdge.java	com.example.platform.render.domain.timeline.compile.ArtifactEdge	ArtifactEdge	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	6
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/ArtifactEdgeType.java	com.example.platform.render.domain.timeline.compile.ArtifactEdgeType	ArtifactEdgeType	enum	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	6
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/ArtifactNode.java	com.example.platform.render.domain.timeline.compile.ArtifactNode	ArtifactNode	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	11
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/ArtifactNodeType.java	com.example.platform.render.domain.timeline.compile.ArtifactNodeType	ArtifactNodeType	enum	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	32
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/ArtifactRequirement.java	com.example.platform.render.domain.timeline.compile.ArtifactRequirement	ArtifactRequirement	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	6
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/LogicalCapabilityEdge.java	com.example.platform.render.domain.timeline.compile.LogicalCapabilityEdge	LogicalCapabilityEdge	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	4
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/LogicalCapabilityGraph.java	com.example.platform.render.domain.timeline.compile.LogicalCapabilityGraph	LogicalCapabilityGraph	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	19
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/LogicalCapabilityNode.java	com.example.platform.render.domain.timeline.compile.LogicalCapabilityNode	LogicalCapabilityNode	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	7
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/NormalizedAssetRef.java	com.example.platform.render.domain.timeline.compile.NormalizedAssetRef	NormalizedAssetRef	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	12
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/NormalizedCaptionLayer.java	com.example.platform.render.domain.timeline.compile.NormalizedCaptionLayer	NormalizedCaptionLayer	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	7
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/NormalizedClip.java	com.example.platform.render.domain.timeline.compile.NormalizedClip	NormalizedClip	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	13
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/NormalizedOutputProfile.java	com.example.platform.render.domain.timeline.compile.NormalizedOutputProfile	NormalizedOutputProfile	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	11
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/NormalizedTimeline.java	com.example.platform.render.domain.timeline.compile.NormalizedTimeline	NormalizedTimeline	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	26
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/NormalizedTrack.java	com.example.platform.render.domain.timeline.compile.NormalizedTrack	NormalizedTrack	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	12
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/TimelineCompileException.java	com.example.platform.render.domain.timeline.compile.TimelineCompileException	TimelineCompileException	class	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	9
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/BoundProviderRef.java	com.example.platform.render.domain.timeline.compile.binding.BoundProviderRef	BoundProviderRef	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	16
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/ProviderBindingDecision.java	com.example.platform.render.domain.timeline.compile.binding.ProviderBindingDecision	ProviderBindingDecision	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	6
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/ProviderBindingEdge.java	com.example.platform.render.domain.timeline.compile.binding.ProviderBindingEdge	ProviderBindingEdge	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	3
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/ProviderBindingFailureReason.java	com.example.platform.render.domain.timeline.compile.binding.ProviderBindingFailureReason	ProviderBindingFailureReason	enum	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	5
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/ProviderBindingNode.java	com.example.platform.render.domain.timeline.compile.binding.ProviderBindingNode	ProviderBindingNode	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	10
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/ProviderBindingPlan.java	com.example.platform.render.domain.timeline.compile.binding.ProviderBindingPlan	ProviderBindingPlan	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	22
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/ProviderBindingPlanId.java	com.example.platform.render.domain.timeline.compile.binding.ProviderBindingPlanId	ProviderBindingPlanId	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	5
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/ProviderBindingStatus.java	com.example.platform.render.domain.timeline.compile.binding.ProviderBindingStatus	ProviderBindingStatus	enum	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	6
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/binding/RequiredCapabilitySet.java	com.example.platform.render.domain.timeline.compile.binding.RequiredCapabilitySet	RequiredCapabilitySet	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	1
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/execution/ProviderExecutionDocumentDraft.java	com.example.platform.render.domain.timeline.compile.execution.ProviderExecutionDocumentDraft	ProviderExecutionDocumentDraft	record	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	18
render-module/src/main/java/com/example/platform/render/domain/timeline/compile/execution/ProviderExecutionDocumentDraftType.java	com.example.platform.render.domain.timeline.compile.execution.ProviderExecutionDocumentDraftType	ProviderExecutionDocumentDraftType	enum	RENDER_PLANNING	render-module	com.example.platform.render.domain.compile	RENAME	11
